"","Product.Name","Rating","Reviews"
"277517","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",4,"This phone and the Nokia service are superb. After the V2.0 Firmware update the phone runs smooth and fast. All the issues i was complaining about when I got it got improved and now it is a perfect phone. The keyboard is good the screen with kinetic scrolling are nice and the homescreen is not only good-looking but also very user-friendly. With 32 GB you can leave your mp3 player at home. It comes with a 3.5mm headphone clinch so you can use your normal headphones.I needed to send it already to repair because i dropped it really hard on the floor. The phone wouldn't switch on anymore and the slider was damaged, too. I send it for repair hoping not to pay anything. I waited a week for a email and actually wanted to call already but then the phone arrived without send me even an email. One week, inclusive shipping! The most impressive part was that they didn't just make it work again, but they also corrected all cosmetic damage. I didn't get a bill or anything. I was really surprised and that is a major + for this phone.I have to take off one point of this phone because of the Ovi Store. Most apps are ''light'' or you have to pay. There are actually very few apps only available. Most of the Ovi stuff are wallpapers and really bad ringtones. They have to really improve that store.My conclusionN97+appstore=the perfect phone. It is still an iphone killer i would say. If you're not to main stream and like phones nobody really has. Go with this. It's nice"
"277518","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",3,"So I started using this phone about 5 or 6 months ago and have recently come to this decision to ditch it for a Nokia E75. I will list the pros and the cons I think that the Nokia N97 has....pros*Nice and eye-catching design....Many friends really liked the look of the phone and the sliding keyboard really excited some people*Satisfying web browsing....It has been really nice to look at some much-visited web pages and do some shopping online with the phone, most web sites load quickly and fully*Nice camera*Pretty decent music player....I used this phone with a 16GB card full of music as my primary head-phone music player most of the summer*Large screencons*widgets are a mixed bag...most of them are not really useful and would not connect consistently*""lock key"" on side of the phone has been a real pain....sometimes it would work, then not work, then not unlock, get stuck, etc*the touchscreen is just soooo not smooth and slick. I would often wonder if I had pressed something hard enough or not hard enough.*QWERTY keyboard is not very easy to use. The ""character"" button is right next to the ""space"" button so I was CONSTANTLY calling up a page of characters at the wrong time, which really slows down typing*on screen numeric key-pad is ok for T9 typing but very clumsy.... I am a very heavy texter and this got so frustrating for the amount of backspacing and deleting for most text messages*not pleasing photo gallery....the biggest problem I felt with this was just how unattractive it looks. I once had a Nokia N85 and the way it displayed the photos was very streamlined and neat looking. This device just lays them all out with no styling and also near the end of my using the device it would take so long to load that it got kind of embarrassing if I were trying to show someone a photo*general bulkiness of the device*high price tagand finally I just got tired of it turning off unexpectedly, re-booting itself, not being able to unlock it with the lock key, etc.So, as you can see it really isn't a bad phone. It just fell way short of my expectations for a Nokia ""flagship"" phone and also as a touchscreen device. I ordered the E75 out of sheer frustration and the desire to get away from a touchscreen. I've only had the E75 for a few days but in spite of the smaller screen, I now have a smaller, easily pocketable phone with a VERY VERY VERY nice QWERTY keyboard and a traditional keypad for T9 texting. Very happy with my new phone and kinda glad I don't have to deal with the frustration of all the N97's inconsistencies. Thanks for reading!"
"277519","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",3,"In general this smartphone is nice but el software S60 has difficulties. Some menus disappear, navigation with the scroll bars is complicated, answering calls is not very functional and not very intuitive, has no blocking software toolmaker."
"277520","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",3,"I found the product interesting because it promised 32 Gigabyte of memory. However accessing this memory is clumsy and navigation through the functions of the phone is combersome. It's touch screen functionality is primitive when compared to the Samsung Omnia, HTC Google phone and the iphone. I am not too impressed!"
"277521","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"This is the best phone I have ever owned, and I have owned plenty haha. This phone is so easily accessible and everything is where it should be. My only knocks on it is the GPS Signal is not very strong. I will have wide open blue skies and still cant get a GPS signal. Also I wish it was compatible with the Internet Radio that Nokia offers. I am sure it is only a matter of time. Some great things about this phone is the Video Ringtones the OVI Store, OVI Contacts, and I especially like the 32GB Internal Memory. It can be an MP3 Player and with the FM Transmitter good bye to CDs and I dont even use my iPod anymore. I also love the fact that the homescreen apps are up to date. I have Facebook, Weather, and a Video Game App that always let me know whats going on. The camera is amazing and has a great flash. I went to Vegas and took my digital camera and ended up not using it. I just used my N97. The battery life is great too. I had the fm transmitter on all day, along with normal phone calls, browsing the internet and excessive text messaging I still had 4 bars before I went to bed. I would recommend this phone to all. I also bought a phone cover from [...]. It is an extraordinary Industrial Strength full Phone cover and it is guaranteed for life so if it breaks they will replace it for free."
"277522","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"UPDATE: (Changed review from 1-star to 3-stars) After shipping the phone to the Nokia Service Center for repairs (sent on a Friday received back by the following Wednesday), the phone is working fine. There are still a few, small glitchy software issues - but otherwise functioning properly. I am not sure if it was this individual phone or if all N97s have software issues to start. However, now I am afraid to update the phone software, for fear that it will have more problems. One note: it was difficult to get in touch with support and speak to someone ""live."" I sent the phone in on blind trust without speaking to anyone - but all's well that ends well..._____________________________________________________________________________ORIGINAL REVIEW: I have had this phone since July 3, 2009. Since purchase I have had to deal with one issue after another, all related to the software and application interface. The hardware (physical) phone itself was great.Negatives:Too numerous to list all of them here, but essentially the software and applications are not intuitive and have MAJOR issues. I am fairly tech savvy and I cannot even imagine how someone who is less knowledgeable in this area would be able to deal with this phone. Very high maintenance.--It took me, and several tech geek friends, A LOT of time to figure out how to set up 2 email accounts.--The wireless access would not ""remember"" my wireless WEP key and typing that long# in repeatedly is not fun! It started 'saving' it on its own one day. (see reboot story below - now it doesn't save any more)--Facebook app and ""Favorites"" app won't load onto the home screen (just says ""Loading"" but never does). I tried to reinstall the Facebook app, but had to go to a 3rd party site to find it. Nokia's Ovi store no longer has a FB app available. Once an app is gone from your phone - good luck trying to reinstall it. Impossible. If you can even find the app anywhere.--Apps randomly work, then don't work. Very mysterious.Yesterday I had to do a hard reset back to the factory settings (which means I had to back up and then delete all of my data, photos, text messages, music, and loose all of my settings, including difficult-to-set-up email connection settings, etc), to try and get the non-working/disappeared apps to work. There wasn't much else I could do the software was so messed up. It was the last resort to get the phone to function properly. However, resetting it essentially ""killed"" the phone interface entirely. It is so bad that I just sent my phone to Nokia's repair site in Alabama (their ""customer care"" phone and email are essentially non-existant: phone tree loop and a ""generic"" email response is what they consider ""care."") Now, I am waiting to see if/when they fix the phone. Here is how the phone was ""working"" after the hard reset (that was supposed to bring it back to the original factory settings):--The key pad won't function (on screen) so I can't even try another hard reset.--The phone doesn't work (can't access it).--The camera won't function.--Most of the apps are missing. Including facebook and 'favorites'.--Most of the apps that are still on the phone won't function.--The phone shuts off when connected to the computer to update software.--The phone randomly shuts on and off when you try to access an app.--The 'memory full' message keeps appearing when there is nothing on the phone and there are no apps open.Among other issues...My main concerns about having to mail my new, $700 phone to a far away repair place are:(1) now I am stuck with NO PHONE for ""7-10+ days"" and I am trying to run a small business (ironically enough it is for usability testing of products such as this - and boy does Nokia need to test their N97 interface - have they actually read the Nokia Users Discussion board?), and;(2) the ""Repair form"" instructions for returning the phone state that they will ""call me with an estimate of the cost(shouldn't it be free?!)"" or that they will ""return the phone if it is not repairable."" That's just great. Can you tell that I am really annoyed? The phone cost $700!!!Positives:Nice hardware. The keyboard is easy to use and read. I liked the matte feel of the keys. The screen is large and crisp in terms of readbility, and I love the fact that you can use your finger or a stylus (or finger nail - which you can't do on the iPhone) to activate the touch screen. I love the weight and solid feel of the phone. The silver buttons and edging is also a nice touch. The camera, when it worked, took nice photos that rivaled my digital cameras' pics.The white phone is pretty cool looking - too bad it doesn't work!"
"277523","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"I had a Nokia N95 and I loved it. It was getting a little long in the tooth, so I was looking to replace it. I considered the iPhone but was convinced by someone not to get one but to stick with Nokia. So I purchased this phone. I have never been sorrier about a purchase in my life.The phone not only doesn't hold up next to the iPhone, it doesn't even do everything my old N95 did!No VIOP calls, No Slingbox player, No internet radio, ( all of which the iPhone and the N95 did )all you get is a touchscreen, but no decent software to run on it.I did however try to make the best of it. Until today when it had hung, and I had to power cycle it. Now it is just a lump of useless plastic, as it never came back from the reboot.And Nokia support requires you mail the device in for repairs ( at their discretion ), If I had an iPhone I could walk into any Apple store in the USA and get it serviced.Will I ever by a Nokia product again? Hell no. And please save yourself the aggravation and avoid this phone tool.I wish I had returned it the moment I got it, as now its 14 days too late to return it to Amazon.UPDATE 10/23/2009Well, I got it fixed, and put it up for sale on eBay. Its gone, and I now am the happy owner of the Apple iPhone.Guess what? The iPhone JUST WORKS, no messing about, everything works like a charm. What was I thinkingbuying the N97? Ok. as hardware went the n97 had much going for it. Pretty much everything the iphone had.What was the problem? The OS. The OS on the N97 was junk. Its almost like they weren't trying. If I wanted that experience, I would get a Microsoft phone. Now I see Nokia is suing Apple, maybe because Apple gets what customers want, a phone that is high tech and works."
"277524","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",4,"The N97 is a very complete piece of technology, great resolution and fast internet access, all in addition to a great storage capability (32 GB plus).It is worth every penny."
"277525","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",2,"Yes, it does, the 128mb ram arent enough. The phone would be perfect if the people at nokia included 256mb ram. It is very slow and wo graphics accelerator so no fancy games or apps. Other than that it would make a DREAM PHONE. Too bad.OHHH and BTW, theres software included that you CANNOT DELETE, and the office part of the phone SUCKS too, you CANNOT EDIT office files, only view and the pdf reader is a 30 day trial. For that kind of money..."
"277526","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"hi. im a owner of n97 white.. i heard lots of complains about the n97.. but hey.. n97 for me is the perfect phone.. most of the complains on n97 are based on the software.. but dont worry guyz coz by just updating new firmware it's going to be fixed.. unlike the other phones. let say the iphone 3gs.. ti heard that the main problem of that is the phone is overheating even on standby mode.. and they said mostly when using gps... and that is really a big problem coz new firmware can't solve that thing... and the best solution for that is keep your iphone turned off.. lol.... most of the people are comparing this to iPhone 3gs...... and they are saying this is the iphone killer... and i think iphone died already since july... xD....comparing n97 to iphone 3gsiphone specification:2 mp camit can record video now(iphoniacs-"" w0w it can record now"".. they are so happy)( nokiafanatics - zzZZzzz.. going back 3 years when nokia started video recording on their phone )faster than 3gresistive touchscreenweb browser(can't play flash content)QWERTY KEYBOARD( yes it has----- on its screen)FM transmitter( you can buy it then connnect it into you phone)32 GB storage ( nice)need a contract with a carriern97 specifications5mp cam (wow?)QWERTY KEYBOARD ( very nice )capacitive touchscreenweb browser (w0w it's like surfing on real pc it can play flash content files )WIDGETS ( really nice )built in FM transmitter( i like this one )NGAGE GAMES32 gb storage and..... you can upgrade up to 48 GB by micro sd memory ( xD )IT'S UNLOCKED"
"277527","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"I desperately wanted this phone to be a good competitor to the iPhone, but I must say I was sorely disappointed. Here are some of the issues I facea) The phone Freezes often requiring the battery to be removed to reset. This for me is a non starter as the widgets and software on the phone should not impede the phones basic functionality but rather enhance it.b) Applications are just not as numerous and ones that exist (Except Bloomberg) are of inferior quality vs similar iPhone/iTouch apps.c) GPS functionality is poor an took a number of software updates to get it to even workd) Phone seems to strangely run out of memory even though a lot is available, it does not seem to be able to load balance memory between partitions.e) Lastly, poor battery life. I cannot squeeze out a full day on while in a 3G networkAll in all it is a poor imitation of the iPhone and if one wants a device that just works and does not have to wait while nokia gets its act together get an iPhone or an Palm Pre. This phone is a lemon."
"277528","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",4,"This phone is so close to being great. Its fine until u start viewing large web pages heavy in flash and ads. Im typing this review from my n97 right now, it handles full desktop pages really well, no need for the mobile versions, but like i just said, pages requiring a lot of memory r slow and glitchy, an example is [...]...thats really the only place u'll c a lot of slowdown or lag. If u have multiple tabs/pages open it wont always have the memory to handle it and close the oldest tab without warning. It will randomly fall behind doing other things, but for the most part its quick. Keybooard is great, u'll get fast on it quick, its great. So is the touchscreen, very accurate and perfectly tuned sencitivity, u can draw easily, u can do some greatly detailed drawing w a stylus...but thats just 4 fun... Camera is pretty good, macro is amazing, best close ups ive ever seen on a phone. Video does great w motion, ya no 30 fps, but it doesnt blow up real well on a computer, not to clear, little grainier than i was hoping. Music sounds great. Fm transmitter works great. Does a great job w video playback, but could use better codec support."
"277529","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"it's good,ok."
"277530","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"All Was ok"
"277531","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"No good"
"277532","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"It's not the same as they described on the web."
"277533","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"All perfect"
"277534","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"Great."
"277535","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",5,"excelente producto de calidad recomendando como lo estaba buscando excelente servicio de envio a miami y recibido a tiempo estimado"
"277536","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",4,"Muchas gracias por su servicio, excelente a la hora de la entrega y el producto funciona excelente, todo muy bien seleccionado. felicidades por su servicio mucha calidad! recomendado."
"277537","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",3,"Yes Good Services from amazon!! This phone is not perfect but compare with other it is an good one!! So ,BB ,iphone Sucks"
"277538","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",1,"Having bought this for my wife, I have lost all respect for Nokia. This is their flagship??? She is ok with it but isn't very technical minded and doesn't tend to use it for much except calls. Call quality is terrible. FM Transmitter does NOT work. 32 Gig harddrive, yet you can only store a couple apps on the phone at a time. I absolutely abhor this phone, and yes I've done an update to the OS for her. BAD BAD BAD in almost every way. Shockingly bad in my opinion for the money spent! Better off with Blackberry, iPhone or Android. I have almost never given a bad review to a product bought from Amazon. But seriously, this is the worst product we've ever had the misfortune of spending over $500 on. Never again Nokia!"
"277539","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",2,"I am very much satisfied with all the features of nokia N97. The only problem with this phone is it keeps freezing, like once a week. But, since I complained about my purchase, Amazon was quick in replacing the product in 2 days.So far, I am testing my new Nokia N97, hopeful that it won't freeze again."
"277540","Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",2,"I got the phone yesterday, took it out the box and the first thing I noticed is how good the phone felt in my hands...turnd it on first problem Acu Weather widget doesn't work properly it is 79 degrees outside and the Acu Weather is stating it's 23 degrees tried to fix it t no avail, also noticed when this thing is in lock mode for a long time, and you try to unlike it the screen is without light, so locked it, and ulocked it again, and it was fine, another problem I noticed the accelarometer isn't as fast as other phones....the camera takes beatiful pictures, but all in all it's an ok phone for $600.00 dollars these little problems should not be there"
"277541","Nokia N97 Unlocked Phone, Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (Black)",3,"I bought my N97 from Amazon in July, but since day one it shuts down on me at least once a day. This is really annoying specially when it does not turn back on immediately. Besides this inconvenience, the N97 is really a great phone with nice features and a much easier to use touchscreen when compared to the Iphone."
