"","Reviews"
"1826","I'm an Iphone user who purchased and set this up for my mother in law. I have used android tablets, so I have a general familiarity with them. I was impressed with this phone, which has a nice screen and everything functions quickly. I was also impressed with the versatility/configurability of android, as this was my first real time spent setting it up. For the money (I got it on a flash deal for $149) I don't think you can beat this device.UPDATE: 3/20/2016For those who've suffered heat or battery life issues, or the ""sleep of death"", I also had this problem, which is highly frustrating. However, these issues resolved for me by using the Sony PC companion software. You have to connect the phone to the computer and in the PC Companion, press start under Support Zone > Start under update phone software > repair phone. Then follow the on screen instructions in the program. Since I did this (a month ago) I've had no further problems and it's been a fantastic phone."
"1827","Thanks, very good"
"1828","I have an LG G3 in RMA. It just resets on its own. I needed a spare phone and was considering a BLU phone until I found this at 50% off the MSRP. This was a lucky impulse buy which I got at the right time.The phone was the E2306. This thing has T-Mobile's HSPA+ (3G) 1700 MHz frequency (not common) for unlocked phones. It also has LTE bands 2,4,5,12,17 which are the majority of T-Mobile and AT&T frequencies.The phone is pretty slick. I love the aesthetics. It feels dense though. I fear if I drop it, it will break.I had a Nexus 5 (32GB) and LG G3 (32GB) before this phone. So I will use them as references.First item to compare… the screen size and resolution. This phone has the smallest size of the 3 and the smallest resolution of 1280 x 720 (HD). Nexus 5 was a Full HD phone and the LG G3 is a Quad HD. I do not feel that I am missing anything with the lower resolution. How small do you need your text? Everything appears to be crystal clear.Next is the RAM… This has 2GB to match the Nexus 5, and 1GB less than the LG G3. I did not see this phone slow down. I have not been playing any games. I have not been using it at its fullest limit.Next is the storage… this phone has the smallest of the 3 phones with 16 GB. So, this will limit the number of apps you can use and install. I saw this limit on a Samsung tablet and I believe this is the greatest detractor. Now, this also has an MicroSD slot. This is something that the Nexus 5 does not have. So potentially, you can store more pictures and music in this device. The LG G3 wins hands down with 32GB internal with MicroSD card expansion slot. As a spare phone, this Xperia M4 is perfect for me. This could be my daily driver if my LG G3 cannot be repaired. (I no longer have the Nexus 5).NFC… all the phones have NFC, and Bluetooth, Wi-Fi wireless N also included.Battery… the battery is not user replaceable. This was the flaw with my Nexus 5 and why it needed to be replaced. The LG G3 wins this factor with a replaceable battery.Processor speed… This is the slowest on paper but it is future proofed with a 64-bit processor. Although it is an Octo (8) core, it is more like 2 quad cores switching between the two. I do not think I am missing the power. It is still as smooth as the other phones.Speaker… The Nexus 5 and this phone has roughly the same location. The LG G3 speaker is on the back. Of the 3 phones mentioned, this has the BEST SPEAKER phone volume and SPEAKER for music.Camera… This has a 13 MP camera. IT IS THE BEST CAMERA OF ALL 3 PHONES NOTED. I have not taken a blurry picture with this phone. It is slower than the LG G3 and about the same speed as the Nexus 5 in taking pictures, but it is worth it for the quality.Waterproof… need I say more. The LG G3 and the Nexus 5 are not. So, I can put this under the sink faucet and wash my phone. This is probably a major reason that the battery is not user replaceable.Other items to note:1. This phone uses a Nano-SIM. This is the smallest of the 3 phone SIM card form factors.2. The native messaging app stinks! Sony dropped the ball on how it handles group SMS/MMS and organizing the received messages on the group. Sony splits ALL the received messages and sending a group MMS requires a subject. Unfortunately, all the replies are still on separate strings. Get another app, like Google Messenger, Textra, Evolve SMS, etc. With all the benefits of this phone, I could not rate this phone below a five star."
"1829","This is an good phone for the price you pay for it with a fluent minimalist interface that I like much more than other Android customizations, like TouchWiz. My only complaints would be that sometimes the colors of my photos are a little bit opaque for my taste and that, although the phone has a good battery life it is far from the two days promised by Sony."
"1830","Awesome! Good quality & affordable price! Thanks Sony!"
"1831","Great!!!!"
"1832","Reading online this seemed like my perfect phone, it had the power I needed and compact and stylish. I'm not a power user by no means I only play a couple of games that my Moto G can handle well and Internet browsing but this phone would constantly close my apps without an error and delete all the progress I had done with it. Not to mention using it in the lowest screen light would still make the phone so hot it would hurt to hold, and even iny pocket without use it would do it. Never had a defective Sony phone before and I got this brand new I honestly think thats just how it was supposed to work, which didn't work for me. I guess if you want a reliable phone and don't use apps or the Internet a lot I would recommend it."
"1833","Very good but I did get a sellsrecite"
"1834","nice phoe"
"1835","very nice phone love it"
"1836","Very good"
"1837","I'm still getting used to it and as usual comes with a lot of apps that you don't want or need but speed is good is easy to customize and was able to do the transition from my old phone pretty quickly"
"1838","it good for price, work tmobile nano pin litle hot dowling"
"1839","Its great but it heats up and it gets to the point were it burns you hand, if you going to use a protector i recommend it and also glass and plastic doesn't feel right, you only choice try it or not."
"1840","Soon It began to be slow and microphone suddenly did not work anymore"
"1841","Bought cause my Z1s was damaged beyond repair and I've only had this one a few days. So far it has been great however I'm not a heavy user of apps and games. I'm hoping the heating and locking and slowing down problems I've read about are simply due to the early lolipop upgrades which nearly bricked my Z1s when it first came out, it was aweful, but after a long while and updates it finally started running smoother and cooler. I really like not having to pull a clip/door open and close every time I want to charge this one. The headphone plug doesn't seem quite as sturdy but if it works it works, the sound with my sony earbuds (the best earbuds for price too) is louder and seems to sound better on the M4 Aqua which is also good. I keep wifi and bluetooth turned off and it seems like it will last about the same maybe a little bit longer on average but not much, maybe could push 3 to 4 days with little to no use during that time, estimating 8 to 24 hours on a heavy day. Direct charging speed from wallwart usb seems pretty fast to me, still slow if usb from my laptop. Over all there are subtle differences, but nothing really bad or nor great, I love the sleek flat design of xperias, abd tho I know support kind of sucks, I'll keep my fingers crossed, I'll remain a Sony fan."
"1842","At first the phone got super hot and battery drained in less than 4 hours. It was either an update or me changing the network to ""2G only"" that helped to solve the problem and now the phone lasts easily for a day."
"1843","Battery does not as long as it is advertised"
"1844","Love the phone and it's under water capabilities. But the screen spiderwebed the first time I dropped it. :/ so the weakest screen on an xperia I've had so far."
"1845","I absolutely love this phone. I'm on it all day long. And yes it is waterproof which makes it even better. I will strictly be buying Sony Xperia phones from now on."
"1846","I am enjoying my phone. It's my first non-windows phone in 7 years. The camera isn't as good as the Lumia 830's camera."
"1847","It's fine for the price (I bought it for 150$+tax), has no so good camera, I was hoping a pretty good camera because... it's sony! But nope, is just ok. Ah, is really a pretty phone, good quality screen. Totally worth for the money."
"1848","ITS A GREAT PHONE!!"
"1849","Phone developed a problem with the microphone after about 10-11 months of regular use, with the microphone completely failing within days of the 1-year warranty being over. Tried hard resetting the phone, upgrading the software to Android 6.0.1, but the problem could not be resolved.Contacted Sony support and after plugging in the IMEI their website says my phone was not under warranty, even though it was within a year of my purchase date from Amazon.Also had regular problems with SMS messages on this phone - messages received from people would periodically be in all Chinese characters (copied and pasted to Google Translate and the translation made absolutely no sense). I also had quite an unreliable time receiving MMS group text messages, with some responses not being received, or in the incorrect order. This is after consulting with the AT&T website and confirming that I had the correct APN settings entered.I tried the default Sony messaging app, Google Messenger, Google Hangouts, Textra, and other SMS/MMS apps, with no success.I have thrown in the towel on this phone, especially after the manufacturer refused to honor the 1-year warranty (as advertised in the product description)."
"1850","The phone won't turn on again, only 6 months after buying it."
"1851","Great smartphone. Everything is ok. No problem at all. The price was even better. Thanks."
"1852","Another great Xperia smartphone from Sony. Nothing to complain about. Great phone."
"1853","The phone runs very well when I first got it the battery got really hot not sure what the problem was there but after the system update and restarting the phone it doesn't get hot anymore I wouldn't put it completely under water but I have used it in the shower many times never had a problem with any of the functions. to prank my friends I poured water on it thrown it in puddles and tossed around with a case of course and it's still fine. The wife didn't like the quality of the camera she likes to take selfies I didn't really find anything wrong with the camera myself"
"1854","Excellent works very well in Venezuela Movistar"
"1855","Oh this phone is great. I love SONY!! Sleek design and very good."
"1856","This phone has mostly just caused me problems. Sim cards won't work, pictures won't store, wifi is spotty. Just a headache."
"1857","all fine"
"1858","Product received super fast and as described."
"1859","Excelent"
"1860","Love it"
"1861","Overheating problems since the first days. I hate this phone"
"1862","Really good for the price. I have had the phone for about 2 months.I'll get to the two things I don't like1) No Wireless charging... can't really complain but the flagship phones have it. For the price this is no big deal but I miss it.2) Camera is ok. Its not great. If you buy a phone for casual photos you'll be fine... if the camera is biggest deal ever for you then you may be disappointed."
"1863","This is a sweet phone. They make the phone look really classy like Sonys higher end models. The insides are quality components that should perform better, but comparison tests show that it is a bit slower than similar hardware. Attribute that to the 'pretty'sony software/theme. Testers go out of their way to really torture this phone on youtube (see xperia m4 aqua nutella, knife, waterproof) and this ip68 rated phone does really well. I love this phone and am considering their tablet now. Water And dust proof, beautiful design, memory slot. What more to ask for? Laugh at those fools that spend nearly a grand on these 'smart phones', and then end up getting it wet or shattering it. No nense in spending that especially when you will replace them in a year or two. Thats just being a dumb user and giving money away to the company so the can build a spaceship campus. Battery life is impressive: with everything on (broadband data, wifi, bluetooth) and normal use (texting, phone, some surfing) it can go 3.5 to 4 days between full charge. The full charging itself is very fast, i say under 2hrs. This is all without Sonys battery saving modes! I'm testing the two battery saving modes now. Incredible phone, and looks very nice. Buy this phone for 2-3 hundred, spend another 15 on nice rubber case and glass screen protector. This phone looks and feels amazing in its protection, not clumsy and goofy like those samsungs and apples. Yes, get this phone and you will have a smart phone with a smart user, instead of blowing a grand on some ARM PoS that can barely compute."
"1864","Ok. Overall. The delivery was delayed by a week. User experience is excellent with the price."
"1865","Very Good Smartphone! Im happy with this cellphone is very fast"
"1866","Bought this phone on September 7 2015 and my screen was damaged I did not drop the phone or anything I turned it on and the screen looks dim from the bottom and lightly dimmmed on top and the screen looks blurry didn't even last a whole two months."
"1867","Great!"
"1868","The microphone dont work, a shame !!!"
"1869","So I just got the phone today and I'll leave another review in a few weeks. So far it's nice. The touch response is great, the resolution is great, the camera isn't bad if you manually adjust it, but the shutter is slow and having to change the settings often could be a drag. The only thing that scared me is that I've felt a couple momentary lags and it's the first day, but I was installing a bunch of apps, so we'll see. It's just my opinion, but I like the UI. I really hope I can enable voice to text. I bought the phone at $200,so it was definitely worth the price. The port covers are awesome, much better than those on the first z. My wife had the moto g 3rd Gen, so I'll leave a comparison soon."
"1870","great phone easy to use, the only disadvantage I found is that it heats rapidlyboth the frontal and back cameras have a very good resolution"
"1871","I cannot figure out how to use it."
"1872","Poor packaging. The phone that was sent to me does not have us warranty. Amazon cheated me on this. I tried to register on Sony support site. It says that this phone is not meant for US and does not recognize it's IMEI and says no warranty. Battery drains fast. Back Camera takes awful pictures. Did not expect that from Sony. Not sure if I got new one or refurbished crap. Feeling cheated."
"1873","Best phone I have ever owned and clearly one of the top ten Android phones ever made."
"1874","Excellent phone does everything as advertised. I'm very happy. For the money you would be hard pressed to find a phone with similar features."
"1875","This is my first mid grade Smart Phone, and I love it so far!"
"1876","So after long deliberation about my first smartphone, I chose the Sony Xperia M4 Aqua. I have had Sony Ericsson phones before that were very sturdy so I was hoping for something similar. My husband trusted my judgement, and also needed a new phone, so we ended up ordering two. We've had them for seven weeks now;Frankly, I am very disappointed. If I have one word to describe this phone, it would be: slow. I did not install that much apps or anything, but when switching on the phone, it just takes a long time. Also, when opening social media apps like whatsapp or facebook, it just keeps switching off and on while you are typing, extremely annoying. Taking a picture of something that is not a still object, is practically impossible. It takes 3-4 sec to take the shot, which is a very very long time. So you end up always missing that one moment. And when you take the picture, after a few seconds you see a frame being 'saved' but this is not the picture you end up with. So blurry pictures are now a big part of my library, unfortunately.Even worse with the video recording - without any sign that something is wrong, they can end up completely black. I was taping two of our friends saying 'I do' at their wedding, and afterwards it turned out there was absolutely nothing on the tape (you did see that something was taped though, and I could 'play' it, but as said, it is completely black). Next video I tried turned out fine - no idea why. But again, I missed the big moment because of the phone.When someone calls and you just touch the screen somewhere to pick up the phone, you are disconnected most of the times.My husband's phone stopped working after five weeks of light use - microphone did not work in 4 out of 5 times. He had to ship it to be looked at and has to miss his phone 15 business days without any replacement. This is completely unacceptable for a brand new phone! He should just get a new one, if you ask me.Also, be careful when placing the phone in your pocket, because the back tends to become really, really hot- almost too hot to touch at one point. Can not be healthy to walk around with, close to your body.And the last thing I do not like is the fact that it is too big for my hands, but that's just because I have rather small hands.What do I like -- I like the design- I like the fact that it's water proof, however did not put this to the test yet- I like the the ringtones- I definitely like the battery life (two days easily), takes at least 6 hours to recharge though.But I would not recommend it to anyone.UPDATE: in looking for a solution for the videos always turning out black - I found that this is an issue that is often reported and well know to Sony. Their only solution is to restart the phone. Then 1 or 2 videos can turn out OK."
"1877","Excelente"
"1878","I got this on a lightening deal for $200 bucks. However, I want to address some claims. Unless you are a very light user you will not get two days off a charge. If you are a heavy user, you might not get one day. I'm a moderate user and typically end the day in the 20%'s, which is good compared to my old iPhone. In spite of reviews, games with a lot of graphics do not play well with this phone, a lot of lag. Angry Birds, Minion Rush, laggy. Camera is a big disappointment, slow to turn on and slow shutter response. Quality is ok, you just never know when you're going to get the picture taken. Other apps all work well without lag. I really like the thinness of the phone and the 5"" screen. Audio connected thought Bluetooth is loud. Call quality is ok. Works great with Android Pay."
"1879","Great phone, good price."
"1880","Pros- Thin. Is water resistant.Cons- Weak radios for wifi and LTE signal strengths weaker than $25 Moto G. ""Skips"" during playback of MP3 files-- that is just downright pathetic! Comes loaded with all kinds of Sony bloatware. Slow loading apps. Slow switching apps. Slow loading Chrome and Maps.About me: I'm a old school nerd. Was born with a silver AT 286 in my mouth.I do NOT recommend this phone."
"1881","Very speed"
"1882","Ok! It works very well!"
"1883","The Sony Xperia M4 Aqua is an excellent device for those on a budget looking for a good Android phone. Although, the first phone I received would keep powering off on its own. But I contacted Amazon about the issue, and they sent me a replacement. This phone has all the features as other smartphones, but still maintains its low price. The front, and back cameras are both very clear. The flash on this Sony phone is bright and gives you the right lighting to take capture every moment. The phone features excellent speakers to listen to music. Watch a movie, or anything else you want. I would recommend this phone to anybody looking for a nice smartphone, that isn't crazily priced."
"1884","The phone is charging and I am very disappointed. What can I do I just bought the phone"
"1885","The phone itself is great. No noticeable lag other than starting the camera.Although the phone might be pretty awesome for the price IT IS NOT COMPLETELY WATERPROOF! I've been trying to get a hold of customer support, but being like most customer support they don't help for s***!Good phone for the price but sony lies about being waterproof."
"1886","just love it!"
"1887","The microphone and speaker stop working"
"1888","This phone took two months intell it started to miss up the phone itself looks nice but it gets hot fast it started to make calls by itself and apps would just open by there self it pisses me off bad that It does this I wish I can get my money back."
"1889","Great deal! Decent quality phone for the price. This phone lacks a few things that my s5 has, but it makes up for lack of hardware with great Sony software."
"1890","GPS didn't work on the first phone I received, returned for replacement without any issues. New phone works perfectly so far."
"1891","EXCELLENT"
"1892","Phone bricked itself after 5 months. Tried to fix it using several different versions of Sony's software updater to little effect. Stuck on a boot loop... got as far as Sony logo followed by the regular blue wave screen then shuts off and restarts. First update got the Sonly logo with dark back ground shuts off and reboots. Second update after i got a message from sony that there was an update for this phone.. Now it's a white background with the sony logo and it shuts off and reboots. Been too busy to get warranty service got as far as getting an RMA only to have no time (and little access to a printer) and having it expire.The good news is the phone ran fantastic before this. I could not recommend a better phone at this price range. I only write this review because I saw it for the price I bought it for.Update 10/11/2016Tried another new update from sony still stuck on the bootloop. This is just becoming my own fault. I should of made the time to finally get the RMA and return this phone. Meanwhile bought a BLU phone with amazon ads... that one is working almost as good as this one when it was working."
"1893","This phone was terrible. It must no t put out a very strong signal. Had phone service issues for the two months I suffered using the phone. I do not recommend using this phone."
"1894","Excelent celphone"
"1895","buena maquina."
"1896","I'have many problems with the phone, the phone no boot, haw can I replace the item, I'm fromArgentina!!!!"
"1897","Great product. Not watter proof, dont put it under watter. Everything else is pretty cool about the phone."
"1898","The phone cycles on and off as it pleases, and malfunctions quite often, despite not being full or near full on memory space. The battery has quickly become non-existent to the point where I must keep a lipstick battery source attached during the day. If you purchase this phone, also realize that accessories are extremely limited."
"1899","Nice phone"
"1900","Great waterproof phone without an insane price. Fast processor and Sony makes it easy to update android versions."
"1901","for the price it is a decent phone. specs, waterproof, weight, and size. The camera however for the high pixels wasn't that great and the phone couldn't record any videos, all we get was a black screen with audio only. After a google search we weren't the only ones experiencing this problem. Haven't experience overheating but do get random power off where only a hard reset will solve it, not reliable if it shut off and you're expecting calls or alarms. The seller and shipping was great, not so much the phone. I say pass and get something more reliable and less bloatware."
"1902","Bad"
"1903","I like this phone and its Sony features,,, especially the waterproof feature, though I have not dropped my phone into 5 feet of water yet. I have not experienced the battery lasting and entire 24 hour period yet or a 14 hour period where I didn't have to recharge this phone. My advice is, if you plan to take an extended trip some where be sure to take your charging cable and a spare charge.I do like the phone anyway."
"1904","I originally wanted the Sony Xperia Z3, but for less than half the price I finally decided to buy the M4 Aqua GSM/LTE Unlocked. All in all it's a great phone (so far after 1 month). Build quality is good, processor is fast, and the screen is beautiful. Battery lasts for 2-3 days but I'm not a heavy user. Regarding the heating/overheating issues mentioned in other reviews, I only encountered this while I was playing a game - the phone did seem hot but wasn't too bad because I was using a protective case and the phone performance wasn't affected. One other point: I previously used a Sony Xperia S and the camera was terrible - the camera on the M4 Aqua is much better and takes great photos so this is a definite improvement. I'm very pleased with this phone and for the price it's a winner!"
"1905","very good phone !!!"
"1906","An amazing phone, is only $200 but it works as similar as other most expensive phones. I love the camera, the battery, the design. It is amazing and it works as good as a phone of $400"
"1907","Got this for $150 before Christmas. For the price nothing else competes.Pros: Fast, waterproof, Sony's music app, waranty, good battery.Cons: camera is somewhat slow but still takes good images."
"1908","So far I really like this phone based on previous phones I have had in the past. The specs on this phone are a bit outdated for 2016, but for the price and quality specs aren't everything trust me! The processor speed and internal storage of only 16GB might deter some from considering buying this M4, but consider what that means in real world functionality. The difference of a processor that is 1.2Ghz or 1.8Ghz in real word application is so minimal that the average smartphone user will NEVER notice the difference. What makes a huge difference is the smoothness of the OS and the skins companies overlay on top of a platform like ANDROID. I have used NEXUS brand phones with similar processing speed and I have noticed a slight difference in the smoothness of the OS, but I would attribute that to the fact that a purely vanilla ANDROID experience will always give you smoother performance when compared to other phones that come with ""bloatware"" or other skins. That being said, I think SONY does a pretty good job of not overly bogging down the processor of this phone with its pre-installed bloatware. (But yes it comes with bloatware that really impacts your storage, so delete as much of the bloatware as you can, your battery and phone will thank you!)Pros:The PriceThe Build Quality (very premium feel)The Speaker Quality is better than average, but not the best I've heardCall Quality is Crisp on T-Mobile's networkAndroid 5.0 is the Current version installed ( I consider this a pro because of the issues I've heard about 5.1 on other devices...very subjective opinion)The Design is clean and not too outlandish very classic design to it.The Touch Screen is very responsiveAnd the Charge time is excellent for a phone with this sized batteryCons:The Screen Smudges with finger prints like nobody's buisnessThe battery though it charges fast, seems to drain even faster. This is most likely a user issue and if you're like me and have a Pebble and Fitbit tethered to your phone ALL DAY I guess battery drain like that is to be expected, but the claims of not having to charge your phone for 3-7 days is definitely untrue.The camera is not good at all. Very slow focusing and the pictures appear to be overly saturated. The pixels are way too visible for any type of definition, so beware!I also don't care for the pre-installed apps that take a majority of the memory space. (An SD card will absolutely be needed, so if you are going with this phone, please order on along with it.Summation:In all the price and build quality is a plus for a phone that is 2 years old. The smartphone industry moves fast and there is always a better phone that is better than the BEST phone out there....(does that make sense?) I try not to compare any phone too heavily with others that are clearly in a different class or category. This is not an iPhone 6 nor is it a Samsung Galaxy S6, so please don't compare it to those. But for everyday use for people who value a good value, I would recommend the SONY line and especially the M4 or comparable models. I do appreciate support that Sony offers on its products, and that alone helps me to be confident that I can get ""some support"" software wise and otherwise with this product. If you're considering this phone for yourself or spouse or other...it's a good buy in my opinion.Hope it helps you with your decision.Cheers!"
"1909","A very solid, budget-minded phone offering from Sony! This was my first Xperia phone, and my most recent, coming from a Lenovo K3 Note.HighlightsWaterproof-ish is pretty cool, very solid build despite plastic frame, Incredibly clear call quality, and LTE delivers 42mbps with a good signal on T-Mobile's network in the southeast.ProsIP65/68, NFC, SD card slot, LTE, unlocked, US Manufacturers warranty (One Year, only on new devices)Cons720p Screen, Sony bloat, Odd USB port placement, Weak equalizer/audio adjustment features, Amazon's model, the E2306, is not rootable without considerable software modificationsNotesThe phone automatically downloads your APN settings dependent upon the simcard inserted automatically; sony say there will be a marshmallow upgrade this year, but it hasn't shown up yet for this device; I bought used before I bought new, my used device ceased operation after 4 days; Because the device is watertight, it may get warm during operation. It is for this reason, people believe that the processor is underclocked to keep the device cooler, which may contribute to some lagginess in menusI have the Tudia TPU case, which fits extremely well, and the Mr Shield matte screen protectors look excellent on the phone. Zagg apparently makes a front/back shield for the phone, but does not sell it in the US."
"1910","I really love this phone but when I bought it after like a month the phone camera stopped working suddenly as well as the flashlight which is a real bummer. I have to go fix it next week Thursday or Friday so yeah that's it"
"1911","Of all the waterproof Rugby smart phones I've owned this is the Best! And at a reasonable price."
"1912","The device is failing after a minutes the phone is hot and restart and after that I can use it"
"1913","I'ts a good cellphone!!"
"1914","Pros: Nice graphic, good camera, loud music, recharging fast, a lot of memory, and I've always love how slim Sony Android phones are.Cons: The battery doesn't last very long even when I turn the STAMINA mode on. Sometimes I can't swipe the screen for like a second or 2. Easy to get hot, like way too hot I cannot leave in my pocket anymore I have to put it on a cold table to cool it down, and then it restarts itself for 2, 3 times.=> An okay phone for an okay price."
"1915","I don't do anything crazy on my phone. I'm not running any call of duty games or even adding music to it. I have the normal girl apps like Facebook candy crush and Gmail. Every time I go to watch a trailer or a 30 second video on YouTube it will not play stating an error has occurred. I'm connected to WiFi in different locations. I'm not happy with this purchase at all"
"1916","Quick response time. Great product. The package arrived on time and was exactly as described."
"1917","Good unlock phone for the price!"
"1918","great smartphone!"
"1919","I picked up this phone when it was a little less in price due to the water proof capabilities. I have always liked the little UI improvements Sony has done to the Android interface. It isn't overdone and bloated like the Samsung's, its way more elegant and simple in my opinion. It's much closer to a ""stock"" android experience. Also the stamina mode is a cool addition, depending on how you use your phone of course.The only thing that is holding this phone back is the bad snapdragon processor(Snapdragon 615) that is in this device. It isn't bad per se, but it over heats so quick it throttles the processor back so it makes the phone feel slower than it should be. This is the same issue that the Snapdragon 810 had. If this phone didn't have this processor it would be so much easier for me to suggest to someone.The phone itself is nice. Its thin, light and fits fairly well in the hand for a 5"" phone. It isn't the narrowest phone out there, like the newer xperia xa, but it isn't horrible. O yeah, its also water and dust proof! I don't do any heavy gaming on my mobile devices so I can't comment on that. The none 3D heavy games functioned fine for me though(it does get hot on the back though).This phone is updated to android 6.0.1 so it's good that sony kept up with that. I'd assume this is going to be the last update it gets.Battery life was good for me. I'll give some info on how I use my phone so you can compare. I use 3 mail aps for email, with one of them being the included gmail app. Facebook, snapchat, some news feed aps, hangouts for sms and another 2 social aps. With using all those a few times over a 10 hour span I was over 60% all of the time. Thats very good for me and comparable to an iphone 6 I also have.Overall I do like the phone, but the snapdragon 615 holds its back from being a truly good phone."
"1920","Speaker is not good"
"1921","I need to preface this entire review by saying I am a lifelong Mac and iOS user. This is my first Android phone, and it was purchased for a very specific purpose; I wanted a waterproof device to use for web browsing, reading, and messaging while I was on the beach or in the tub. I didn't want a device that would replace my primary iPhone 6s Plus. I just wanted an affordable device that was durable, and I wouldn't be sad about breaking if it did. Since Apple doesn't make a waterproof phone or tablet at this time, I had to look elsewhere. This is how I came up with the M4 Aqua.At the time of ordering the M4 Aqua, it was $149. I didn't know anything about Android, but having been updated to the latest Android OS (Marshmallow), it seemed as if this price was a steal. In retrospect, I would have paid as much as $200 for this device.Coming from iOS, Android OS is complete culture shock. Things don't ""just work"" like they do with Apple's offerings, and I often found myself needing to take three steps to do something that would have been one step on iOS. However, this wasn't supposed to be a replacement phone, so that being said it makes an excellent complimentary device. Actually, it is more than just a complimentary device. Despite its many failings when compared to iOS, I quickly fell in love with the ultra customizable nature, and all around gadget like feel of Android OS on the M4 Aqua. I have an IT background, and I like tweaking options and squeezing extra battery or performance out of my devices. It's like a fun little challenge to me. So I actually realized that I've been missing out. As much as I love the reliability and increased productivity that iOS gives me, I loved the ability to mess around with so many options. That's enough about my first time Android experience, let's talk about the device itself.- The device feels great in my hand. It's plastic, and not glass like Sony's more elevated offerings. However, it still looks and feels like a premium phone.- Obviously it's water resistant. I tested this multiple times. I made sure the SIM card and SD card slot were securely closed each time. The headphone jack and the usb port remain open during submersion though. As crazy as it sounds, it always works fine after a dunk. I would always wipe it off before using it again though. This is simply because it's impossible to use a wet phone screen well.- The camera is downright terrible. I don't know if it's the sensor, or the software, but it's just awful compared to my iPhone 5, let alone my iPhone 6s Plus. Do not buy this device for the camera.- This device lags a bit. Compared to iOS, but also compared to other Android devices, the Snapdragon in this thing just can't keep up all the time. That being said, the device is wonderfully useable in most casual scenarios. Things like web browsing, messaging, emails, and social media, give no problems at all.- Games run terribly on the Aqua M4. Minecraft Pocket Edition has this constant choppiness regardless of how turned down the graphics settings are. I had this experience with almost any game I played. Oddly, Pokemon Go worked great. That being said, don't buy this device for playing games. Also, it's not capable of the Sony Remote Play for remote PS4 sessions, so don't buy it for that purpose either.- Battery lasts a day with average use. I don't know where Sony gets their two day battery number from, but it would be almost impossible to use this phone normally and get 16 hours out of it let alone two days. That being said, I had no problem getting a whole day of battery out of the phone. I was pleased with this.- Wifi is fast and snappy. I have a set of Eeros in my house, and this device had no problem connecting and offering great speed.- The Micro SD card slot is helpful, and kind of necessary. 16GB is great for a casual user like me, but if you want to do anything above and beyond you're going to need some extra storage. Once I updated to Marshmallow, I had 8 gigs left of the 16 available.- The included headset actually sounds pretty good. I was surprised by this. I use Apple Music on my Aqua M4 of course since I'm an iOS user primarily, and it always sounded terrific with the included headset.- The speaker itself is horrible. I wouldn't expect too much out of this. Again, almost every iPhone speaker back to the 3G is superior to the speaker in this phone.- Phone calls sounds great, and this is the one place where the speaker in the phone doesn't give you any trouble. Speaker phone usage on this guy is actually better than on my 6s Plus. This is both in terms of them hearing me, and me hearing them.- The screen size is perfect. Somehow Apple really missed the boat on this one. This screen is slightly larger than an iPhone 6s, but smaller than an iPhone 6s Plus. I truly wish Apple made a single phone that was this size, instead of its current offerings. For a male with medium sized hands, this thing fit perfectly. I typed consistently better on it than my iPhone SE or iPhone 6s Plus when in vertical mode.- I can't tell for sure, but I don't think this phone has an accelerometer. Pokemon Go can't find it for the purpose of augmented reality, and the auto rotation for phone orientation works terribly. So that would make sense.- Apps are slow to start, but once you're in an app things seem to cruise along fairly smoothly.- Having been an iPhone user, I find the vibration motor in this thing to be SUPER strong. It is loud, and would vibrate right off a table if I wasn't careful.All in all, I love this phone for my purposes. It's sleek. It's thin. It's from my second favorite hardware company in the world, Sony. It's water resistant. It's dust proof. It's bright enough to use in the sun. It has enough battery to make it through the day. It really makes a perfect second phone. I really love this thing.As a random side note, I thought I was getting a white phone and although the box had a white phone on it, my phone ended up being black. I didn't mind, but I was surprised.It's a bit sluggish to recommend as a daily driver, but it would be a great gift for someone who needs a second phone that is water resistant, or someone who hasn't had a smart phone before.Sony, great job for making a phone that still holds up almost two years later!"
"1922","Glad I went with a this always wanted a Sony phone but not didn't want anything too fancy. Great design awesome music play back camera is good haven't used it much to be honest"
"1923","I bought this phone in august, and it's only been slightly more than a month since I have it.. And the batteries are already starting to fail.. They r not charging as they should.. They heat up very fast.. And the charge doesn't last as long as it should"
"1924","The phone worked good during the first 6 months, then it just started to reboot continuosly while I was making calls or using some apps, also turning off the wifi and bluetooth, having to reset the phone several times in the day. Finally I decided to give it away and get a Nexus phone.Also the 13 MP camera resolution is only available in 4:3 size, not the 16:9 full screen. The same for the front 5 MP camera."
"1925","I really love this phone, the features are amazing. Love the slim look. To me, it really takes great selfish but disappointed about the rear camera, especially at night. The flash is horrible, my bf purchased a Apple iPhone 4s and his phone is only 8mp and his phone takes much better pics at night. Also for some reason the gets hot! Not sure why!"
